-47,37
27,-14
-75,-25
-70,53
-17,-84
-40,-68
6,48
4,-25
-77,50
27,-122
71,-79
-17,37
62,101
29,-76
-142,42
97,58
36,48
110,-3
-121,101
25,-74
11,-9
30,4
24,-70
48,58
-40,-55
-13,48
105,40
50,104
-93,55
25,47
66,48
38,-14
-17,50
98,0
103,115
15,2
106,120
-58,-126
99,117
66,-60
10,8
84,-6
15,123
-45,-157
54,51
-13,61
-62,-124
91,118
-43,-111
110,131
58,-59
-107,133
94,123
-85,-108
-66,-95
61,-54
-110,64
-50,115
24,64
-91,77
-87,-33
40,8
73,-44
72,-40
77,75
-6,77
-58,-113
-39,129
33,5
79,121
65,-43
-37,-54
49,-51
21,-113
40,-100
31,80
-71,69
-112,31
-85,134
-91,90
32,-99
-92,131
-20,-30
-120,32
40,21
26,86
-21,11
58,75
70,129
-99,91
61,80
-36,147
-88,-43
-97,-92
-56,-91
-111,-27
-32,37
21,-100
-48,29
39,-83
-104,134
-46,-154
74,140
-41,-76
-88,78
-14,27
-47,-150
-102,-86
44,-32
-111,94
-51,145
109,134
-20,-17
21,21
-34,85
-120,45
-153,97
-76,88
-35,89
56,-22
-44,40
83,81
-118,91
-5,-32
27,-80
-42,86
-56,-78
30,-75
-84,89
-72,-86
-54,-32
20,-83
6,-18
-90,45
111,35
9,24
28,37
-60,-76
-19,-75
-93,-24
-14,40
27,41
-28,105
-56,43
90,97
-70,-121
-72,35
76,-67
81,48
-100,-27
-114,38
-16,115
92,-86
37,-22
-63,40
23,43
-77,105
36,-18
-93,97
55,-5
96,33
-33,148
13,35
25,89
-84,102
-26,43
-54,-19
-13,-18
-142,97
-10,-13
64,-64
14,115
-93,-11
22,-61
-107,54
-28,118
38,-80
-17,-16
-72,48
-86,113
103,49
-133,38
87,41
20,51
-87,-112
59,-21
4,43
22,60
-71,-131
-25,-15
-80,49
25,102
99,51
57,54
84,-72
-40,121
-82,124
78,113
-10,0
-107,67
94,57
-47,118
66,-5
-89,121
-36,-53
24,-2
29,113
-64,-115
103,62
115,116
-92,52
-18,1
15,-51
87,54
-15,6
59,-8
100,-7
-24,-43
-38,59
58,-4
-71,-118
108,113
75,-64
-6,11
-39,63
66,116
-94,127
52,-48
-3,16
-36,68
38,54
-91,132
-18,-107
-73,-43
-32,-42
119,127
-115,-40
12,1
86,-50
-98,129
-57,-99
-11,17
47,-42
112,124
-50,62
-23,-101
-73,78
-106,130
73,132
21,-58
-29,121
86,71
-43,-43
66,129
107,130
0,4
-55,68
-141,28
-110,132
-23,20
-78,84
68,138
21,63
67,-50
-131,-35
77,143
-145,30
-11,30
42,-107
33,73
-78,-24
